LINK_ID,F_NODE,T_NODE,ROAD_NAME,ROAD_NO,ROAD_RANK,ROAD_TYPE,LANES,MAX_SPD,LENGTH,UPDATEDATE,geometry_length_m,seongnam_overlap_m,seongnam_overlap_ratio,seongnam_position,inside_seongnam
2040004634,2040002903,2040002902,헌릉로,342,106,000,3,50,12.008317548896,20250512,12.008317548896198,12.008317548896198,1.0,inside,True
2040004635,2040080305,2040080304,헌릉로,342,106,000,3,50,13.481513220737,20250512,13.481513220736927,13.481513220736927,1.0,inside,True
2040004701,2040002804,2040002803,남한산성로,342,106,000,1,30,12.098059503255,20250512,12.098059503254769,12.098059503254769,1.0,inside,True
2040004702,2279053100,2279053300,남한산성로,342,106,000,1,30,425.29673434222,20250512,425.2967343422205,124.88756898155707,0.29364807885184624,boundary_crossing,True
2040004703,2279053300,2049178600,남한산성로,342,106,000,1,30,425.296734342056,20250512,425.2967343420561,336.26507114303524,0.790659894586882,boundary_crossing,True
2040004704,2049178600,2049178800,남한산성로,342,106,000,1,30,425.296734342152,20250512,425.29673434215243,369.89748006625223,0.869739760965737,boundary_crossing,True
2040004705,2049178800,2049179000,남한산성로,342,106,000,1,30,425.296734342206,20250512,425.2967343422055,425.2967343422055,1.0,inside,True
2040004706,2049179000,2049179200,남한산성로,342,106,000,1,30,425.29673434212,20250512,425.2967343421201,425.2967343421201,1.0,inside,True
2040004707,2049179200,2040002804,남한산성로,342,106,000,1,30,425.296734342174,20250512,425.2967343421745,425.2967343421745,1.0,inside,True
2040004800,2040002801,2049179300,남한산성로,342,106,000,1,30,414.242731975939,20250512,414.24273197593936,414.24273197593936,1.0,inside,True
2040004801,2279053200,2050002901,남한산성로,342,106,000,1,30,416.92435797972,20250512,416.92435797971984,121.9500393220722,0.29249919556871784,boundary_crossing,True
2040004802,2279053400,2279053200,남한산성로,342,106,000,1,30,459.577957953231,20250512,459.57795795323057,290.9494718705704,0.6330796915638395,boundary_crossing,True
2040004803,2049178700,2279053400,남한산성로,342,106,000,1,30,423.135603402534,20250512,423.13560340253395,366.37437585730095,0.8658557042026186,boundary_crossing,True
2040004804,2049178900,2049178700,남한산성로,342,106,000,1,30,401.867164731807,20250512,401.867164731807,378.3916410935446,0.9415838722381581,boundary_crossing,True
2040004805,2049179100,2049178900,남한산성로,342,106,000,1,30,408.525013323196,20250512,408.5250133231957,408.5250133231957,1.0,inside,True
2040004806,2049179300,2049179100,남한산성로,342,106,000,1,30,437.231114593273,20250512,437.23111459327254,437.23111459327254,1.0,inside,True
